116	80
steelDoor1_v2	3627	2106
steelDoor1_v3	3744	2106
woodenHatch1_v1	3861	2106
woodenHatch1_v2	3978	2106
woodenHatch1_v3	0	2187
brickModern	117	2187
torchWallHolder	234	2187
concreteRampReinforcedBroke01	351	2187
concreteRampReinforcedBroke02	468	2187
concreteRampReinforcedBroke03	585	2187
cobblestoneFrame	702	2187
pillCase	819	2187
beerCooler	936	2187
wedgeGreenMetalRoof	1053	2187
greenMetalRoof	1170	2187
wedgeOrangeMetalRoof	1287	2187
orangeMetalRoof	1404	2187
cornerFullWedgeGreenMetal	1521	2187
orangeMetalTanBaseboard	1638	2187
orangeMetalTanDrywall	1755	2187
orangeMetalOrangeDrywall	1872	2187
orangeMetalTanIndustrialTile	1989	2187
cobblestoneWallHalf	2106	2187
cobblestoneWallThreeQuarters	2223	2187
cobblestoneWallQuarter	2340	2187
candleWall	2457	2187
bookSign	2574	2187
bookSignLit	2691	2187
bookSignWall	2808	2187
bookSignWallLit	2925	2187
bookSignLarge	3042	2187
bookSignLargeLit	3159	2187
bookSignWallLarge	3276	2187
bookSignWallLargeLit	3393	2187
pharmacySign	3510	2187
pharmacySignLit	3627	2187
pharmacySignWall	3744	2187
pharmacySignWallLit	3861	2187
pharmacySignLarge	3978	2187
pharmacySignLargeLit	0	2268
pharmacySignWallLarge	117	2268
pharmacySignWallLargeLit	234	2268
toolSign	351	2268
toolSignLit	468	2268
toolSignWall	585	2268
toolSignWallLit	702	2268
toolSignLarge	819	2268
toolSignLargeLit	936	2268
toolSignWallLarge	1053	2268
toolSignWallLargeLit	1170	2268
coldBeer	1287	2268
candleTable	1404	2268
orangeDrywall	1521	2268
brickModernOrangeDrywall	1638	2268
supplyCrateWorkingStiffs	1755	2268
lootCrateWorkingStiffs	1872	2268
cobblestoneBroke01	1989	2268
cobblestoneBroke02	2106	2268
cobblestoneRampFrame	2223	2268
cobblestoneRampQuarter	2340	2268
cobblestoneRampHalf	2457	2268
cashRegisterEmpty	2574	2268
cashRegister	2691	2268
storageAmmoInsecure	2808	2268
storageBuildingInsecure	2925	2268
storageExplosivesInsecure	3042	2268
storageFoodInsecure	3159	2268
storageWeaponsInsecure	3276	2268
shoppingCartEmpty	3393	2268
shoppingCart	3510	2268
shoppingBasketEmpty	3627	2268
shoppingBasket	3744	2268
wedge60Shingle	3861	2268
woodShingleTip	3978	2268
flagstoneStairs	0	2349
furRug	117	2349
logCabinWedge	234	2349
GreenMetalRoof60	351	2349
greenMetalRoofTip	468	2349
gableGreenMetalRoof	585	2349
forgedIronFrame	702	2349
grocerySign	819	2349
grocerySignLit	936	2349
grocerySignWall	1053	2349
grocerySignWallLit	1170	2349
grocerySignLarge	1287	2349
grocerySignLargeLit	1404	2349
grocerySignWallLarge	1521	2349
grocerySignWallLargeLit	1638	2349
snowstorm1	1755	2349
sandstorm	1872	2349
smokestorm	1989	2349
mountainManStorageChest	2106	2349
apacheArtifactChest	2223	2349
WindowPlug	2340	2349
WindowPlug01	2457	2349
WindowPlug02	2574	2349
WindowPlug03	2691	2349
WindowPlug04	2808	2349
mushroom01	2925	2349
mushroom02	3042	2349
stalactite01	3159	2349
stalactite02	3276	2349
stalactite03	3393	2349
stalactite04	3510	2349
cobweb	3627	2349
hangingMoss	3744	2349
stalagmite01	3861	2349
stalagmite02	3978	2349
stalagmite03	0	2430
stalagmite04	117	2430
artcube	234	2430
hauntedTreeWasteland42	351	2430
Azalea	468	2430
emberPile1	585	2430
emberPile2	702	2430
emberPile3	819	2430
emberPile4	936	2430
pressurePlateMine	1053	2430
window03WoodBroke1	1170	2430
window03WoodBroke2	1287	2430
window03WoodBroke3	1404	2430
window03WoodBroke4	1521	2430
window03Wood	1638	2430
window03WoodFrame	1755	2430
tableWood	1872	2430
tableRedwood	1989	2430
tableScrapIron	2106	2430
tableWhitewood	2223	2430
tableIron	2340	2430
chainLink	2457	2430
stairsSteel	2574	2430
steelRamp	2691	2430
deskSafeInsecure	2808	2430
wallSafeInsecure	2925	2430
gunSafeInsecure	3042	2430
garageDoorMetal_v3	3159	2430
scrapIronSpike	3276	2430
reinforcedScrapIronSpike	3393	2430
chainLinkFenceBottomPole	3510	2430
chainLinkFenceTop	3627	2430
chainLinkFenceTopPole	3744	2430
chainLinkPole	3861	2430
chainLinkCornerTop	3978	2430
chainLinkCornerBottom	0	2511
chainLinkFenceTopPole2	117	2511
spotlight	234	2511
vaultDoor01	351	2511
vaultDoor02	468	2511
vaultDoor03	585	2511
car03Blue	702	2511
car03BlueDamage1	819	2511
car03Damage2	936	2511
car03Red	1053	2511
car03RedDamage1	1170	2511
car03Yellow	1287	2511
car03YellowDamage1	1404	2511
car03White	1521	2511
car03WhiteDamage1	1638	2511
randomCars	1755	2511
scrapHatch_v1	1872	2511
scrapHatch_v2	1989	2511
scrapHatch_v3	2106	2511
bed02	2223	2511
coffin	2340	2511
vaultHatch_v1	2457	2511
vaultHatch_v2	2574	2511
vaultHatch_v3	2691	2511
waterSource8	2808	2511
wedgeShapeTest	2925	2511
wedge60EndTest	3042	2511
wedge60TipTest	3159	2511
wedge60CapTest	3276	2511
dumpster	3393	2511
garbage_decor1	3510	2511
garbage_decor2	3627	2511
garbage_decor3	3744	2511
rebarInsideCornerFrame	3861	2511
solidRebarInsideCornerFrame	3978	2511
concreteInsideCornerFrame	0	2592
pouredConcreteInsideCornerFrame	117	2592
reinforcedSteelInsideCorner	234	2592
reinforcedConcreteInsideCornerBroke01	351	2592
reinforcedConcreteInsideCornerBroke02	468	2592
reinforcedConcreteInsideCornerBroke03	585	2592
controlPanelBase01	702	2592
controlPanelBase02	819	2592
controlPanelBase03	936	2592
controlPanelBase04	1053	2592
controlPanelBase05	1170	2592
controlPanelBase06	1287	2592
controlPanelTop01	1404	2592
controlPanelTop02	1521	2592
controlPanelTop03	1638	2592
controlPanelTop04	1755	2592
controlPanelTop05	1872	2592
controlPanelTop06	1989	2592
controlPanelTop07	2106	2592
controlPanelCorner	2223	2592
ductSoft	2340	2592
ductSoftCorner	2457	2592
controlPanelBase07	2574	2592
controlPanelBase08	2691	2592
ductControlPanel	2808	2592
ductControlPanelCorner	2925	2592
ductSoftCorner2	3042	2592
WindowPlug05	3159	2592
WindowPlug06	3276	2592
reinforcedConcreteBarrier	3393	2592
reinforcedConcreteBarrierBroke01	3510	2592
reinforcedConcreteBarrierBroke02	3627	2592
reinforcedConcreteBarrierBroke03	3744	2592
steelBarrier	3861	2592
reinforcedWoodenPoleBlock	3978	2592
metalReinforcedWoodenPoleBlock	0	2673
scrapIronPoleBlock	117	2673
reinforcedScrapIronPoleBlock	234	2673
concreteReinforcedPoleBlock	351	2673
steelPoleBlock	468	2673
corrugatedDecayedBrickGable	585	2673
corrugatedDecayedBrickQuarterGable	702	2673
fusebox	819	2673
metalPipeStraight	936	2673
metalPipeStraightLong	1053	2673
metalPipeCorner	1170	2673
metalPipeJoint	1287	2673
metalPipeCap	1404	2673
industrialLight01	1521	2673
metalPipeValve	1638	2673
metalPipeFlange	1755	2673
electricalBox01	1872	2673
clubWood	1989	2673
clubIron	2106	2673
clubSpiked	2223	2673
clubBarbed	2340	2673
fireaxe	2457	2673
pickaxeIron	2574	2673
sledgehammer	2691	2673
shovel	2808	2673
hoe	2925	2673
torch	3042	2673
blackCowboyHat	3159	2673
chainsawSchematic	3276	2673
ak47Schematic	3393	2673
stoneAxe	3510	2673
hammer	3627	2673
wrench	3744	2673
boneShiv	3861	2673
femur	3978	2673
huntingKnife	0	2754
stoneShovel	117	2754
pistol	234	2754
44Magnum	351	2754
sawedOffPumpShotgun	468	2754
mp5	585	2754
ak47	702	2754
shotgunShell	819	2754
sniperRifle	936	2754
chainsaw	1053	2754
auger	1170	2754
vomitZombieProjectile	1287	2754
forgedIron	1404	2754
shortMetalPipe	1521	2754
foodYuccaFruit	1638	2754
foodYuccaJuice	1755	2754
yuccaFibers	1872	2754
canBeef	1989	2754
canCatfood	2106	2754
canChicken	2223	2754
canChili	2340	2754
canDogfood	2457	2754
canHam	2574	2754
canLamb	2691	2754
canMiso	2808	2754
canPasta	2925	2754
canPeas	3042	2754
canPears	3159	2754
canSalmon	3276	2754
canSoup	3393	2754
canStock	3510	2754
canTuna	3627	2754
bottledWater	3744	2754
canEmpty	3861	2754
corn	3978	2754
paper	0	2835
book	117	2835
rawMeat	234	2835
emptyJar	351	2835
cornSeed	468	2835
potato	585	2835
potatoSeed	702	2835
blueberries	819	2835
blueberrySeed	936	2835
blueberryPie	1053	2835
cornMeal	1170	2835
cornBread	1287	2835
bakedPotato	1404	2835
meatStew	1521	2835
bowl	1638	2835
bucket	1755	2835
bucketWater	1872	2835
masonJar	1989	2835
firstAidBandage	2106	2835
aloeCream	2223	2835
coal	2340	2835
clayLump	2457	2835
bottledRiverWater	2574	2835
gunPowder	2691	2835
cloth	2808	2835
potassiumNitratePowder	2925	2835
hubcap	3042	2835
airFilter	3159	2835
candyTin	3276	2835
painkillers	3393	2835
rockSmall	3510	2835
gasCan	3627	2835
pipeBomb	3744	2835
crossbow	3861	2835
crossbowBolt	3978	2835
foodHoney	0	2916
PumpShotgun	117	2916
woodenBow	234	2916
feather	351	2916
egg	468	2916
arrow	585	2916
huntingRifle	702	2916
buckshot	819	2916
mp5_barrel	936	2916
mp5_stock	1053	2916
mp5_receiver	1170	2916
pistol_barrel	1287	2916
pistol_parts	1404	2916
pistol_receiver	1521	2916
PumpShotgun_barrel	1638	2916
PumpShotgun_parts	1755	2916
PumpShotgun_shortBarrel	1872	2916
PumpShotgun_shortStock	1989	2916
PumpShotgun_stock	2106	2916
PumpShotgun_receiver	2223	2916
sniperRifleBarrel	2340	2916
sniperRifle_stock	2457	2916
sniperRifle_triggerHousing	2574	2916
bandage	2691	2916
bulletCasing	2808	2916
9mmBullet	2925	2916
10mmBullet	3042	2916
762mmBullet	3159	2916
bulletTip	3276	2916
doorKnob	3393	2916
candleStick	3510	2916
trophy	3627	2916
radiator	3744	2916
fishingWeight	3861	2916
carBattery	3978	2916
scrapBrass	0	2997
scrapIron	117	2997
scrapLead	234	2997
trophy2	351	2997
trophy3	468	2997
miningHelmet	585	2997
charredMeat	702	2997
grilledMeat	819	2997
boiledMeat	936	2997
crushedSand	1053	2997
cookingGrill	1170	2997
beaker	1287	2997
brokenGlass	1404	2997
goldenRodTea	1521	2997
huntingRifleBarrel	1638	2997
huntingRifleStock	1755	2997
huntingRifleReceiver	1872	2997
animalHide	1989	2997
leather	2106	2997
leatherBoots	2223	2997
leatherPants	2340	2997
leatherJacket	2457	2997
leatherHood	2574	2997
ironBoots	2691	2997
ironLegArmor	2808	2997
ironChestArmor	2925	2997
ironHelmet	3042	2997
leatherGloves	3159	2997
ironGloves	3276	2997
eggboiled	3393	2997
gasMask	3510	2997
cornOnTheCob	3627	2997
coffee	3744	2997
coffeeBeans	3861	2997
cowboyHat	3978	2997
ballCap	0	3078
skullCap	117	3078
44MagBullet	234	3078
baconAndEggs	351	3078
mushrooms	468	3078
antibiotics	585	3078
moldyBread	702	3078
44MagnumCylinder	819	3078
44MagnumFrame	936	3078
44MagnumGrip	1053	3078
44MagnumParts	1170	3078
shades	1287	3078
bandana	1404	3078
cigar	1521	3078
cigarette	1638	3078
footballHelmet	1755	3078
goggles	1872	3078
kevlarHelmet	1989	3078
nightvisionGoggles	2106	3078
swatHelmet	2223	3078
grainAlcohol	2340	3078
redTea	2457	3078
repairKit	2574	3078
oil	2691	3078
hammerSchematic	2808	3078
huntingKnifeBook	2925	3078
pistolBook	3042	3078
pumpShotgunSchematic	3159	3078
ammunitionNationBook	3276	3078
shotgunShellSchematic	3393	3078
theEnforcerMagazine	3510	3078
smgSchematics	3627	3078
ironFragment	3744	3078
cement	3861	3078
turd	3978	3078
wood	0	3159
cobblestones	117	3159
rottingFlesh	234	3159
pineSeed	351	3159
mapleSeed	468	3159
leatherTanning	585	3159
ironHelmetSchematic	702	3159
ironChestArmorSchematic	819	3159
ironLegArmorSchematic	936	3159
ironBootsSchematic	1053	3159
ironGlovesSchematic	1170	3159
clothBoots	1287	3159
clothPants	1404	3159
clothJacket	1521	3159
clothHat	1638	3159
clothGloves	1755	3159
cottonSeed	1872	3159
splint	1989	3159
bloodBag	2106	3159
firstAidKit	2223	3159
flare	2340	3159
machete	2457	3159
bloodDrawKit	2574	3159
sledgehammerSchematic	2691	3159
shamSandwich	2808	3159
nailgun	2925	3159
nail	3042	3159
goldenrodSeed	3159	3159
scrapBoots	3276	3159
scrapLegArmor	3393	3159
scrapChestArmor	3510	3159
scrapHelmet	3627	3159
scrapGloves	3744	3159
animalFat	3861	3159
bioFuel	3978	3159
denimPants	0	3240
tankTopWhite	117	3240
concreteMix	234	3240
denimJacket	351	3240
tankTopRed	468	3240
tankTopPurple	585	3240
wornBoots	702	3240
tallow	819	3240
backpackMedium	936	3240
vegetableStew	1053	3240
plaidShirt	1170	3240
macDyverBook	1287	3240
tankTopGreen	1404	3240
tankTopBlue	1521	3240
blackDenimPants	1638	3240
redDenimPants	1755	3240
brownDenimPants	1872	3240
plantFiberPants	1989	3240
canMurkyWater	2106	3240
canBoiledWater	2223	3240
vitamins	2340	3240
beer	2457	3240
candle	2574	3240
plaidShirtRed	2691	3240
plaidShirtBrown	2808	3240
plaidShirtGreen	2925	3240
plaidShirtBlue	3042	3240
plaidShirtBlack	3159	3240
skullCapRed	3276	3240
skullCapBlue	3393	3240
skullCapGreen	3510	3240
skullCapBrown	3627	3240
skullCapBlack	3744	3240
bandanaRed	3861	3240
bandanaBlue	3978	3240
bandanaGreen	0	3321
bandanaBrown	117	3321
bandanaBlack	234	3321
chainsawBlade	351	3321
huntingRifleSchematic	468	3321
sniperRifleSchematic	585	3321
dynamite	702	3321
smallEngine	819	3321
augerBlade	936	3321
handlebars	1053	3321
flashlight02	1170	3321
casinoCoin	1287	3321
aviatorGoggles	1404	3321
tazasStoneaxe	1521	3321
blunderbuss	1638	3321
blunderbussAmmo	1755	3321
pistol_grip	1872	3321
mp5_parts	1989	3321
huntingRifleParts	2106	3321
sniperRifleParts	2223	3321
setInConcrete	2340	3321
minibikeSeat	2457	3321
minibikeWheels	2574	3321
padlock	2691	3321
minibikesForDumbshits	2808	3321
scrapCable	2925	3321
headlight	3042	3321
pickaxeSteel	3159	3321
forgedSteel	3276	3321
theRiddleOfSteel	3393	3321
herbalAntibiotics	3510	3321
herbalAntibioticsRecipe	3627	3321
minibikeHandlebars	3744	3321
minibikeChassis	3861	3321
shoppingBasketItem	3978	3321
glue	0	3402
ductTape	117	3402
ironArrow	234	3402
steelArrow	351	3402
flamingArrow	468	3402
ironArrowHead	585	3402
shotgunSlug	702	3402
shotgunSlugSchematic	819	3402
762mmBulletSchematic	936	3402
10mmBulletSchematic	1053	3402
rocketLauncher	1170	3402
rocket	1287	3402
9mmBulletSchematic	1404	3402
handleBarsSchematic	1521	3402
augerParts	1638	3402
leatherBootsSchematic	1755	3402
leatherPantsSchematic	1872	3402
leatherJacketSchematic	1989	3402
leatherHoodSchematic	2106	3402
leatherGlovesSchematic	2223	3402
steelArrowHead	2340	3402
firstAidKitSchematic	2457	3402
gasCanSchematic	2574	3402
clubSpikedSchematic	2691	3402
sawedoffPumpShotgunSchematic	2808	3402
flamingArrowSchematic	2925	3402
augerSchematic	3042	3402
wrenchSchematic	3159	3402
ironCrossbowBolt	3276	3402
steelCrossbowBolt	3393	3402
explodingCrossbowBolt	3510	3402
crossbowSchematic	3627	3402
explodingCrossbowBoltSchematic	3744	3402
bellows	3861	3402
oilShale	3978	3402
spring	0	3483
hazmatBoots	117	3483
hazmatPants	234	3483
hazmatShirt	351	3483
hazmatGloves	468	3483
hazmatMask	585	3483
invisibleRecipesForRepairCost	702	3483
plantFiberShirt	819	3483
plantFiberHood	936	3483
plantFiberShoes	1053	3483
plantFiberGloves	1170	3483
leatherDuster	1287	3483
ak47_barrel	1404	3483
ak47_stock	1521	3483
ak47_receiver	1638	3483
ak47_parts	1755	3483
anvil	1872	3483
calipers	1989	3483
toolAndDieSet	2106	3483
unit_iron	2223	3483
unit_brass	2340	3483
unit_lead	2457	3483
unit_glass	2574	3483
unit_stone	2691	3483
unit_clay	2808	3483
pufferCoat	2925	3483
pufferCoatRed	3042	3483
pufferCoatGreen	3159	3483
pufferCoatBrown	3276	3483
pufferCoatBlack	3393	3483
animalHideBoots	3510	3483
animalHidePants	3627	3483
animalHideJacket	3744	3483
animalHideHood	3861	3483
animalHideGloves	3978	3483
rocketLauncherBarrel	0	3564
rocketLauncherStock	117	3564
rocketLauncherReceiver	234	3564
rocketLauncherParts	351	3564
rocketLauncherSchematic	468	3564
chainsawParts	585	3564
rocketTip	702	3564
rocketCasing	819	3564
