116	80
lootCrateShotgunMessiah	696	2160
steelDoor1_v1	812	2160
steelDoor1_v2	928	2160
steelDoor1_v3	1044	2160
woodenHatch1_v1	1160	2160
woodenHatch1_v2	1276	2160
woodenHatch1_v3	1392	2160
brickModern	1508	2160
torchWallHolder	1624	2160
concreteRampReinforcedBroke01	1740	2160
concreteRampReinforcedBroke02	1856	2160
concreteRampReinforcedBroke03	1972	2160
cobblestoneFrame	2088	2160
pillCase	2204	2160
beerCooler	2320	2160
wedgeGreenMetalRoof	2436	2160
greenMetalRoof	2552	2160
wedgeOrangeMetalRoof	2668	2160
orangeMetalRoof	2784	2160
cornerFullWedgeGreenMetal	2900	2160
orangeMetalTanBaseboard	3016	2160
orangeMetalTanDrywall	3132	2160
orangeMetalOrangeDrywall	3248	2160
orangeMetalTanIndustrialTile	3364	2160
cobblestoneWallHalf	3480	2160
cobblestoneWallThreeQuarters	3596	2160
cobblestoneWallQuarter	3712	2160
candleWall	3828	2160
bookSign	3944	2160
bookSignLit	0	2240
bookSignWall	116	2240
bookSignWallLit	232	2240
bookSignLarge	348	2240
bookSignLargeLit	464	2240
bookSignWallLarge	580	2240
bookSignWallLargeLit	696	2240
pharmacySign	812	2240
pharmacySignLit	928	2240
pharmacySignWall	1044	2240
pharmacySignWallLit	1160	2240
pharmacySignLarge	1276	2240
pharmacySignLargeLit	1392	2240
pharmacySignWallLarge	1508	2240
pharmacySignWallLargeLit	1624	2240
toolSign	1740	2240
toolSignLit	1856	2240
toolSignWall	1972	2240
toolSignWallLit	2088	2240
toolSignLarge	2204	2240
toolSignLargeLit	2320	2240
toolSignWallLarge	2436	2240
toolSignWallLargeLit	2552	2240
coldBeer	2668	2240
candleTable	2784	2240
orangeDrywall	2900	2240
brickModernOrangeDrywall	3016	2240
supplyCrateWorkingStiffs	3132	2240
lootCrateWorkingStiffs	3248	2240
cobblestoneBroke01	3364	2240
cobblestoneBroke02	3480	2240
cobblestoneRampFrame	3596	2240
cobblestoneRampQuarter	3712	2240
cobblestoneRampHalf	3828	2240
cashRegisterEmpty	3944	2240
cashRegister	0	2320
storageAmmoInsecure	116	2320
storageBuildingInsecure	232	2320
storageExplosivesInsecure	348	2320
storageFoodInsecure	464	2320
storageWeaponsInsecure	580	2320
shoppingCartEmpty	696	2320
shoppingCart	812	2320
shoppingBasketEmpty	928	2320
shoppingBasket	1044	2320
wedge60Shingle	1160	2320
woodShingleTip	1276	2320
flagstoneStairs	1392	2320
furRug	1508	2320
logCabinWedge	1624	2320
GreenMetalRoof60	1740	2320
greenMetalRoofTip	1856	2320
gableGreenMetalRoof	1972	2320
forgedIronFrame	2088	2320
grocerySign	2204	2320
grocerySignLit	2320	2320
grocerySignWall	2436	2320
grocerySignWallLit	2552	2320
grocerySignLarge	2668	2320
grocerySignLargeLit	2784	2320
grocerySignWallLarge	2900	2320
grocerySignWallLargeLit	3016	2320
snowstorm1	3132	2320
CubeTest	3248	2320
sandstorm	3364	2320
smokestorm	3480	2320
mountainManStorageChest	3596	2320
apacheArtifactChest	3712	2320
WindowPlug	3828	2320
WindowPlug01	3944	2320
WindowPlug02	0	2400
WindowPlug03	116	2400
WindowPlug04	232	2400
mushroom01	348	2400
mushroom02	464	2400
stalactite01	580	2400
stalactite02	696	2400
stalactite03	812	2400
stalactite04	928	2400
cobweb	1044	2400
hangingMoss	1160	2400
stalagmite01	1276	2400
stalagmite02	1392	2400
stalagmite03	1508	2400
stalagmite04	1624	2400
artcube	1740	2400
hauntedTreeWasteland42	1856	2400
Azalea	1972	2400
emberPile1	2088	2400
emberPile2	2204	2400
emberPile3	2320	2400
emberPile4	2436	2400
pressurePlateMine	2552	2400
window03WoodBroke1	2668	2400
window03WoodBroke2	2784	2400
window03WoodBroke3	2900	2400
window03WoodBroke4	3016	2400
window03Wood	3132	2400
window03WoodFrame	3248	2400
tableWood	3364	2400
tableRedwood	3480	2400
tableScrapIron	3596	2400
tableWhitewood	3712	2400
tableIron	3828	2400
chainLink	3944	2400
stairsSteel	0	2480
steelRamp	116	2480
deskSafeInsecure	232	2480
wallSafeInsecure	348	2480
gunSafeInsecure	464	2480
garageDoorMetal_v3	580	2480
scrapIronSpike	696	2480
reinforcedScrapIronSpike	812	2480
chainLinkFenceBottomPole	928	2480
chainLinkFenceTop	1044	2480
chainLinkFenceTopPole	1160	2480
chainLinkPole	1276	2480
chainLinkCornerTop	1392	2480
chainLinkCornerBottom	1508	2480
chainLinkFenceTopPole2	1624	2480
clubWood	1740	2480
clubIron	1856	2480
clubSpiked	1972	2480
clubBarbed	2088	2480
stick	2204	2480
fireaxe	2320	2480
pickaxeIron	2436	2480
sledgehammer	2552	2480
shovel	2668	2480
hoe	2784	2480
torch	2900	2480
stoneAxe	3016	2480
hammer	3132	2480
wrench	3248	2480
boneShiv	3364	2480
femur	3480	2480
huntingKnife	3596	2480
stoneShovel	3712	2480
pistol	3828	2480
44Magnum	3944	2480
sawedOffPumpShotgun	0	2560
mp5	116	2560
shotgunShell	232	2560
sniperRifle	348	2560
chainsaw	464	2560
auger	580	2560
vomitZombieProjectile	696	2560
ingotTungsten	812	2560
ingotCopper	928	2560
ingotIron	1044	2560
ingotLead	1160	2560
shortMetalPipe	1276	2560
ingotBrass	1392	2560
foodYuccaFruit	1508	2560
foodYuccaJuice	1624	2560
yuccaFibers	1740	2560
canBeef	1856	2560
canCatfood	1972	2560
canChicken	2088	2560
canChili	2204	2560
canDogfood	2320	2560
canHam	2436	2560
canLamb	2552	2560
canMiso	2668	2560
canPasta	2784	2560
canPeas	2900	2560
canPears	3016	2560
canSalmon	3132	2560
canSoup	3248	2560
canStock	3364	2560
canTuna	3480	2560
bottledWater	3596	2560
canEmpty	3712	2560
corn	3828	2560
paper	3944	2560
book	0	2640
venison	116	2640
emptyJar	232	2640
cornSeed	348	2640
potato	464	2640
potatoSeed	580	2640
blueberries	696	2640
blueberrySeed	812	2640
blueberryPie	928	2640
cornMeal	1044	2640
cornBread	1160	2640
bakedPotato	1276	2640
venisonStew	1392	2640
bowl	1508	2640
rabbit	1624	2640
bucket	1740	2640
bucketWater	1856	2640
masonJar	1972	2640
firstAidBandage	2088	2640
aloeCream	2204	2640
coal	2320	2640
clayLump	2436	2640
bottledRiverWater	2552	2640
gunPowder	2668	2640
cloth	2784	2640
potassiumNitratePowder	2900	2640
rabbitStew	3016	2640
hubcap	3132	2640
airFilter	3248	2640
candyTin	3364	2640
painkillers	3480	2640
pork	3596	2640
porkCharred	3712	2640
rockSmall	3828	2640
gasCan	3944	2640
pipeBomb	0	2720
crossbow	116	2720
crossbowBolt	232	2720
foodHoney	348	2720
PumpShotgun	464	2720
woodenBow	580	2720
feather	696	2720
egg	812	2720
arrow	928	2720
huntingRifle	1044	2720
buckshot	1160	2720
mp5_barrel	1276	2720
mp5_stock	1392	2720
mp5_receiver	1508	2720
pistol_barrel	1624	2720
pistol_parts	1740	2720
pistol_receiver	1856	2720
PumpShotgun_barrel	1972	2720
PumpShotgun_parts	2088	2720
PumpShotgun_shortBarrel	2204	2720
PumpShotgun_shortStock	2320	2720
PumpShotgun_stock	2436	2720
PumpShotgun_receiver	2552	2720
sniperRifleBarrel	2668	2720
sniperRifle_barrel_2	2784	2720
sniperRifle_stock	2900	2720
sniperRifle_triggerHousing	3016	2720
sniperRifle_triggerHousing_Mold	3132	2720
mp5_barrel_mold	3248	2720
mp5_stock_mold	3364	2720
mp5_receiver_mold	3480	2720
pistol_barrel_mold	3596	2720
pistol_parts_mold	3712	2720
pistol_receiver_mold	3828	2720
PumpShotgun_barrel_mold	3944	2720
PumpShotgun_shortBarrel_mold	0	2800
PumpShotgun_receiver_mold	116	2800
sniperRifle_barrel_1_mold	232	2800
sniperRifle_barrel_2_mold	348	2800
sniperRifle_stock_mold	464	2800
bandage	580	2800
bulletCasing	696	2800
bulletCasingMold	812	2800
9mmBullet	928	2800
10mmBullet	1044	2800
762mmBullet	1160	2800
IngotMoldIron	1276	2800
IngotMoldCopper	1392	2800
IngotMoldLead	1508	2800
IngotMoldTungsten	1624	2800
IngotMoldBrass	1740	2800
bulletTip	1856	2800
scrapTungsten	1972	2800
bulletTipMold	2088	2800
doorKnob	2204	2800
candleStick	2320	2800
trophy	2436	2800
radiator	2552	2800
fishingWeight	2668	2800
carBattery	2784	2800
scrapBrass	2900	2800
scrapIron	3016	2800
scrapLead	3132	2800
trophy2	3248	2800
trophy3	3364	2800
miningHelmet	3480	2800
venisonCharred	3596	2800
venisonGrilled	3712	2800
venisonBoiled	3828	2800
porkBoiled	3944	2800
porkGrilled	0	2880
rabbitCharred	116	2880
rabbitGrilled	232	2880
rabbitBoiled	348	2880
crushedSand	464	2880
cookingGrill	580	2880
beaker	696	2880
emptyJarMold	812	2880
brokenGlass	928	2880
goldenRodTea	1044	2880
glassWindowMold	1160	2880
huntingRifleBarrel	1276	2880
huntingRifleBarrelMold	1392	2880
huntingRifleStock	1508	2880
huntingRifleBolt	1624	2880
huntingRifleBoltMold	1740	2880
animalHide	1856	2880
leather	1972	2880
leatherBoots	2088	2880
leatherPants	2204	2880
leatherJacket	2320	2880
leatherHat	2436	2880
ironBoots	2552	2880
ironLegArmor	2668	2880
ironChestArmor	2784	2880
ironHelmet	2900	2880
leatherGloves	3016	2880
ironGloves	3132	2880
eggboiled	3248	2880
gasMask	3364	2880
cornOnTheCob	3480	2880
coffee	3596	2880
coffeeBeans	3712	2880
cowboyHat	3828	2880
ballCap	3944	2880
skullCap	0	2960
44MagBullet	116	2960
baconAndEggs	232	2960
mushrooms	348	2960
antibiotics	464	2960
moldyBread	580	2960
44MagnumCylinder	696	2960
44MagnumFrame	812	2960
44MagnumGrip	928	2960
44MagnumParts	1044	2960
shades	1160	2960
bandana	1276	2960
cigar	1392	2960
cigarette	1508	2960
footballHelmet	1624	2960
goggles	1740	2960
kevlarHelmet	1856	2960
nightvisionGoggles	1972	2960
swatHelmet	2088	2960
grainAlcohol	2204	2960
leatherStrips	2320	2960
metalStrips	2436	2960
repairKit	2552	2960
oil	2668	2960
hammerSchematic	2784	2960
huntingKnifeBook	2900	2960
pistolBook	3016	2960
pumpShotgunSchematic	3132	2960
ammunitionNationBook	3248	2960
shotgunShellSchematic	3364	2960
theEnforcerMagazine	3480	2960
smgSchematics	3596	2960
ironFragment	3712	2960
cement	3828	2960
cementMold	3944	2960
woodPlank	0	3040
cobblestones	116	3040
forgedIron	232	3040
rottingFlesh	348	3040
pineSeed	464	3040
mapleSeed	580	3040
leatherTanning	696	3040
ironHelmetSchematic	812	3040
ironChestArmorSchematic	928	3040
ironLegArmorSchematic	1044	3040
ironBootsSchematic	1160	3040
ironGlovesSchematic	1276	3040
clothBoots	1392	3040
clothPants	1508	3040
clothJacket	1624	3040
clothHat	1740	3040
clothGloves	1856	3040
cottonSeed	1972	3040
splint	2088	3040
bloodBag	2204	3040
firstAidKit	2320	3040
flare	2436	3040
gunPowderCharge	2552	3040
bloodDrawKit	2668	3040
sledgehammerSchematic	2784	3040
shamSandwich	2900	3040
nailgun	3016	3040
nail	3132	3040
goldenrodSeed	3248	3040
scrapBoots	3364	3040
scrapLegArmor	3480	3040
scrapChestArmor	3596	3040
scrapHelmet	3712	3040
scrapGloves	3828	3040
animalFat	3944	3040
bioFuel	0	3120
nail_Mold	116	3120
denimPants	232	3120
tankTopWhite	348	3120
concreteMix	464	3120
denimJacket	580	3120
tankTopRed	696	3120
tankTopPurple	812	3120
wornBoots	928	3120
tallow	1044	3120
backpackMedium	1160	3120
vegetableStew	1276	3120
plaidShirt	1392	3120
macDyverBook	1508	3120
tankTopGreen	1624	3120
tankTopBlue	1740	3120
blackDenimPants	1856	3120
redDenimPants	1972	3120
brownDenimPants	2088	3120
plantFiberPants	2204	3120
canMurkyWater	2320	3120
canBoiledWater	2436	3120
forgeAheadBook	2552	3120
vitamins	2668	3120
beer	2784	3120
candle	2900	3120
plaidShirtRed	3016	3120
plaidShirtBrown	3132	3120
plaidShirtGreen	3248	3120
plaidShirtBlue	3364	3120
plaidShirtBlack	3480	3120
skullCapRed	3596	3120
skullCapBlue	3712	3120
skullCapGreen	3828	3120
skullCapBrown	3944	3120
skullCapBlack	0	3200
bandanaRed	116	3200
bandanaBlue	232	3200
bandanaGreen	348	3200
bandanaBrown	464	3200
bandanaBlack	580	3200
santaHat	696	3200
huntingRifleSchematic	812	3200
sniperRifleSchematic	928	3200
sniperRifleMoldSchematics	1044	3200
huntingRifleMoldSchematics	1160	3200
smgMoldSchematics	1276	3200
pistolMoldSchematics	1392	3200
shotgunMoldSchematics	1508	3200
dynamite	1624	3200
smallEngine	1740	3200
augerBlade	1856	3200
handlebars	1972	3200
flashlight02	2088	3200
casinoCoin	2204	3200
aviatorGoggles	2320	3200
tazasStoneaxe	2436	3200
blunderbuss	2552	3200
blunderbussAmmo	2668	3200
pistol_grip	2784	3200
mp5_parts	2900	3200
huntingRifleParts	3016	3200
sniperRifleParts	3132	3200
setInConcrete	3248	3200
minibikeSeat	3364	3200
minibikeWheels	3480	3200
padlock	3596	3200
minibikesForDumbshits	3712	3200
scrapCable	3828	3200
headlight	3944	3200
pickaxeSteel	0	3280
ingotSteel	116	3280
IngotMoldSteel	232	3280
theRiddleOfSteel	348	3280
herbalAntibiotics	464	3280
herbalAntibioticsRecipe	580	3280
minibikeHandlebars	696	3280
minibikeChassis	812	3280
shoppingBasketItem	928	3280
glue	1044	3280
ductTape	1160	3280
ironArrow	1276	3280
steelArrow	1392	3280
flamingArrow	1508	3280
ironArrowHead	1624	3280
ironArrowHeadMold	1740	3280
shotgunSlug	1856	3280
shotgunSlugSchematic	1972	3280
762mmBulletSchematic	2088	3280
10mmBulletSchematic	2204	3280
m136	2320	3280
m136Rocket	2436	3280
9mmBulletSchematic	2552	3280
handelbarsSchematic	2668	3280
augerParts	2784	3280
leatherBootsSchematic	2900	3280
leatherPantsSchematic	3016	3280
leatherJacketSchematic	3132	3280
leatherHatSchematic	3248	3280
leatherGlovesSchematic	3364	3280
steelArrowHead	3480	3280
steelArrowHeadMold	3596	3280
bearMeat	3712	3280
bearStew	3828	3280
bearCharred	3944	3280
bearGrilled	0	3360
bearBoiled	116	3360
firstAidKitSchematic	232	3360
gasCanSchematic	348	3360
clubSpikedSchematic	464	3360
sawedoffPumpShotgunSchematic	580	3360
flamingArrowSchematic	696	3360
augerSchematic	812	3360
wrenchSchematic	928	3360
ironCrossbowBolt	1044	3360
steelCrossbowBolt	1160	3360
explodingCrossbowBolt	1276	3360
crossbowSchematic	1392	3360
explodingCrossbowBoltSchematic	1508	3360
bellows	1624	3360
